record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,fuel_surcharge,udf,convenience_fee,gst,total_fare,availability,source,quality_status,exclusion_reason
186,2,BOM-BLR,Air India,AI775,2026-08-16,2026-07-02,T+45,Economy,2325.0,184,92,153,306,3060.0,Available,Airline Site,Valid,
187,2,BOM-BLR,Air India,AI761,2026-08-16,2026-07-17,T+30,Economy,3223.0,254,127,212,424,4240.0,Sold Out,OTA,Flagged,Sold out at collection time
188,2,BOM-BLR,Air India,AI234,2026-08-16,2026-08-01,T+15,Economy,3518.0,278,139,232,463,4630.0,Available,OTA,Valid,
189,2,BOM-BLR,Air India,AI305,2026-08-16,2026-08-09,T+7,Economy,4142.0,327,164,272,545,5450.0,Available,OTA,Valid,
190,2,BOM-BLR,Air India,AI950,2026-08-16,2026-08-15,T+1,Economy,4803.0,379,190,316,632,6320.0,Available,OTA,Valid,
191,2,BOM-BLR,Akasa,AK923,2026-08-16,2026-07-02,T+45,Economy,2501.0,197,99,164,329,3290.0,Available,Airline Site,Valid,
192,2,BOM-BLR,Akasa,AK980,2026-08-16,2026-07-17,T+30,Economy,3245.0,256,128,214,427,4270.0,Available,OTA,Valid,
193,2,BOM-BLR,Akasa,AK474,2026-08-16,2026-08-01,T+15,Economy,4629.0,365,183,304,609,6090.0,Available,OTA,Valid,
194,2,BOM-BLR,Akasa,AK565,2026-08-16,2026-08-09,T+7,Economy,4126.0,326,163,272,543,5430.0,Available,OTA,Valid,
195,2,BOM-BLR,Akasa,AK480,2026-08-16,2026-08-15,T+1,Economy,5160.0,407,204,340,679,6790.0,Available,Airline Site,Valid,
196,2,DEL-CCU,IndiGo,IN724,2026-08-16,2026-07-02,T+45,Economy,3078.0,243,122,202,405,4050.0,Available,Airline Site,Valid,
197,2,DEL-CCU,IndiGo,IN817,2026-08-16,2026-07-17,T+30,Economy,4256.0,336,168,280,560,5600.0,Available,OTA,Valid,
198,2,DEL-CCU,IndiGo,IN138,2026-08-16,2026-08-01,T+15,Economy,4750.0,375,188,312,625,6250.0,Available,OTA,Valid,
199,2,DEL-CCU,IndiGo,IN650,2026-08-16,2026-08-09,T+7,Economy,5275.0,416,208,347,694,6940.0,Available,OTA,Valid,
200,2,DEL-CCU,IndiGo,IN813,2026-08-16,2026-08-15,T+1,Economy,6270.0,495,248,412,825,8250.0,Available,OTA,Valid,
201,2,DEL-CCU,Air India,AI770,2026-08-16,2026-07-02,T+45,Economy,3161.0,250,125,208,416,4160.0,Available,OTA,Valid,
202,2,DEL-CCU,Air India,AI386,2026-08-16,2026-07-17,T+30,Economy,4339.0,343,171,286,571,5710.0,Sold Out,OTA,Flagged,Sold out at collection time
203,2,DEL-CCU,Air India,AI341,2026-08-16,2026-08-01,T+15,Economy,4947.0,391,195,326,651,6510.0,Available,Airline Site,Valid,
204,2,DEL-CCU,Air India,AI760,2026-08-16,2026-08-09,T+7,Economy,6406.0,506,253,422,843,8430.0,Available,OTA,Valid,
205,2,DEL-CCU,Air India,AI968,2026-08-16,2026-08-15,T+1,Economy,6088.0,481,240,400,801,8010.0,Available,Airline Site,Valid,
206,2,DEL-CCU,Akasa,AK121,2026-08-16,2026-07-02,T+45,Economy,3154.0,249,124,208,415,4150.0,Available,OTA,Valid,
207,2,DEL-CCU,Akasa,AK678,2026-08-16,2026-07-17,T+30,Economy,4005.0,316,158,264,527,5270.0,Available,Airline Site,Valid,
208,2,DEL-CCU,Akasa,AK338,2026-08-16,2026-08-01,T+15,Economy,5517.0,436,218,363,726,7260.0,Available,Airline Site,Valid,
209,2,DEL-CCU,Akasa,AK383,2026-08-16,2026-08-09,T+7,Economy,6331.0,500,250,416,833,8330.0,Available,Airline Site,Valid,
210,2,DEL-CCU,Akasa,AK917,2026-08-16,2026-08-15,T+1,Economy,7113.0,562,281,468,936,9360.0,Available,Airline Site,Valid,
211,2,DEL-HYD,IndiGo,IN116,2026-08-16,2026-07-02,T+45,Economy,2888.0,228,114,190,380,3800.0,Available,Airline Site,Valid,
212,2,DEL-HYD,IndiGo,IN216,2026-08-16,2026-07-17,T+30,Economy,3679.0,290,145,242,484,4840.0,Available,OTA,Valid,
213,2,DEL-HYD,IndiGo,IN707,2026-08-16,2026-08-01,T+15,Economy,4788.0,378,189,315,630,6300.0,Available,Airline Site,Valid,
214,2,DEL-HYD,IndiGo,IN902,2026-08-16,2026-08-09,T+7,Economy,5791.0,457,229,381,762,7620.0,Available,OTA,Valid,
215,2,DEL-HYD,IndiGo,IN162,2026-08-16,2026-08-15,T+1,Economy,5920.0,467,234,390,779,7790.0,Available,OTA,Valid,
216,2,DEL-HYD,Air India,AI554,2026-08-16,2026-07-02,T+45,Economy,2949.0,233,116,194,388,3880.0,Available,Airline Site,Valid,
217,2,DEL-HYD,Air India,AI229,2026-08-16,2026-07-17,T+30,Economy,3762.0,297,148,248,495,4950.0,Available,OTA,Valid,
218,2,DEL-HYD,Air India,AI401,2026-08-16,2026-08-01,T+15,Economy,4856.0,383,192,320,639,6390.0,Available,OTA,Valid,
219,2,DEL-HYD,Air India,AI973,2026-08-16,2026-08-09,T+7,Economy,5054.0,399,200,332,665,6650.0,Available,Airline Site,Valid,
220,2,DEL-HYD,Air India,AI523,2026-08-16,2026-08-15,T+1,Economy,5928.0,468,234,390,780,7800.0,Available,OTA,Valid,
221,2,DEL-HYD,Akasa,AK420,2026-08-16,2026-07-02,T+45,Economy,2857.0,226,113,188,376,3760.0,Available,OTA,Valid,
222,2,DEL-HYD,Akasa,AK585,2026-08-16,2026-07-17,T+30,Economy,4173.0,329,165,274,549,5490.0,Available,Airline Site,Valid,
223,2,DEL-HYD,Akasa,AK856,2026-08-16,2026-08-01,T+15,Economy,4416.0,349,174,290,581,5810.0,Available,Airline Site,Valid,
224,2,DEL-HYD,Akasa,AK675,2026-08-16,2026-08-09,T+7,Economy,5555.0,439,219,366,731,7310.0,Available,Airline Site,Valid,
225,2,DEL-HYD,Akasa,AK868,2026-08-16,2026-08-15,T+1,Economy,5867.0,463,232,386,772,7720.0,Available,Airline Site,Valid,
226,2,BOM-HYD,IndiGo,IN317,2026-08-16,2026-07-02,T+45,Economy,2979.0,235,118,196,392,3920.0,Available,OTA,Valid,
227,2,BOM-HYD,IndiGo,IN965,2026-08-16,2026-07-17,T+30,Economy,3769.0,298,149,248,496,4960.0,Available,Airline Site,Valid,
228,2,BOM-HYD,IndiGo,IN926,2026-08-16,2026-08-01,T+15,Economy,5320.0,420,210,350,700,7000.0,Available,Airline Site,Valid,
229,2,BOM-HYD,IndiGo,IN810,2026-08-16,2026-08-09,T+7,Economy,5776.0,456,228,380,760,7600.0,Available,Airline Site,Valid,
230,2,BOM-HYD,IndiGo,IN447,2026-08-16,2026-08-15,T+1,Economy,5761.0,455,227,379,758,7580.0,Available,Airline Site,Valid,
231,2,BOM-HYD,Air India,AI245,2026-08-16,2026-07-02,T+45,Economy,3093.0,244,122,204,407,4070.0,Available,Airline Site,Valid,
232,2,BOM-HYD,Air India,AI485,2026-08-16,2026-07-17,T+30,Economy,3997.0,316,158,263,526,5260.0,Available,OTA,Valid,
233,2,BOM-HYD,Air India,AI432,2026-08-16,2026-08-01,T+15,Economy,4886.0,386,193,322,643,6430.0,Available,Airline Site,Valid,
234,2,BOM-HYD,Air India,AI872,2026-08-16,2026-08-09,T+7,Economy,6247.0,493,247,411,822,8220.0,Available,Airline Site,Valid,
235,2,BOM-HYD,Air India,AI597,2026-08-16,2026-08-15,T+1,Economy,6027.0,476,238,396,793,7930.0,Available,OTA,Valid,
236,2,BOM-HYD,Akasa,AK540,2026-08-16,2026-07-02,T+45,Economy,2714.0,214,107,178,357,3570.0,Available,OTA,Valid,
237,2,BOM-HYD,Akasa,AK325,2026-08-16,2026-07-17,T+30,Economy,3717.0,293,147,244,489,4890.0,Available,Airline Site,Valid,
238,2,BOM-HYD,Akasa,AK316,2026-08-16,2026-08-01,T+15,Economy,4211.0,332,166,277,554,5540.0,Available,OTA,Valid,
239,2,BOM-HYD,Akasa,AK609,2026-08-16,2026-08-09,T+7,Economy,4879.0,385,193,321,642,6420.0,Available,Airline Site,Valid,
240,2,BOM-HYD,Akasa,AK335,2026-08-16,2026-08-15,T+1,Economy,5130.0,405,202,338,675,6750.0,Available,OTA,Valid,
241,2,BLR-HYD,IndiGo,IN179,2026-08-16,2026-07-02,T+45,Economy,2728.0,215,108,180,359,3590.0,Available,OTA,Valid,
242,2,BLR-HYD,IndiGo,IN527,2026-08-16,2026-07-17,T+30,Economy,3869.0,305,153,254,509,5090.0,Available,OTA,Valid,
243,2,BLR-HYD,IndiGo,IN920,2026-08-16,2026-08-01,T+15,Economy,4278.0,338,169,282,563,5630.0,Available,OTA,Valid,
244,2,BLR-HYD,IndiGo,IN190,2026-08-16,2026-08-09,T+7,Economy,5829.0,460,230,384,767,7670.0,Available,Airline Site,Valid,
245,2,BLR-HYD,IndiGo,IN636,2026-08-16,2026-08-15,T+1,Economy,5365.0,424,212,353,706,7060.0,Available,OTA,Valid,
246,2,BLR-HYD,Air India,AI178,2026-08-16,2026-07-02,T+45,Economy,2789.0,220,110,184,367,3670.0,Available,Airline Site,Valid,
247,2,BLR-HYD,Air India,AI894,2026-08-16,2026-07-17,T+30,Economy,3656.0,289,144,240,481,4810.0,Available,Airline Site,Valid,
248,2,BLR-HYD,Air India,AI302,2026-08-16,2026-08-01,T+15,Economy,4332.0,342,171,285,570,5700.0,Available,Airline Site,Valid,
249,2,BLR-HYD,Air India,AI281,2026-08-16,2026-08-09,T+7,Economy,5533.0,437,218,364,728,7280.0,Available,OTA,Valid,
250,2,BLR-HYD,Air India,AI693,2026-08-16,2026-08-15,T+1,Economy,5541.0,437,219,364,729,7290.0,Available,OTA,Valid,
251,2,BLR-HYD,Akasa,AK169,2026-08-16,2026-07-02,T+45,Economy,2751.0,217,109,181,362,3620.0,Available,OTA,Valid,
252,2,BLR-HYD,Akasa,AK460,2026-08-16,2026-07-17,T+30,Economy,3952.0,312,156,260,520,5200.0,Available,OTA,Valid,
253,2,BLR-HYD,Akasa,AK477,2026-08-16,2026-08-01,T+15,Economy,4605.0,364,182,303,606,6060.0,Available,Airline Site,Valid,
254,2,BLR-HYD,Akasa,AK192,2026-08-16,2026-08-09,T+7,Economy,5624.0,444,222,370,740,7400.0,Available,OTA,Valid,
255,2,BLR-HYD,Akasa,AK910,2026-08-16,2026-08-15,T+1,Economy,5655.0,446,223,372,744,7440.0,Available,Airline Site,Valid,
256,2,DEL-MAA,IndiGo,IN587,2026-08-16,2026-07-02,T+45,Economy,2637.0,208,104,174,347,3470.0,Available,Airline Site,Valid,
257,2,DEL-MAA,IndiGo,IN957,2026-08-16,2026-07-17,T+30,Economy,3640.0,287,144,240,479,4790.0,Available,Airline Site,Valid,
258,2,DEL-MAA,IndiGo,IN353,2026-08-16,2026-08-01,T+15,Economy,4446.0,351,176,292,585,5850.0,Available,OTA,Valid,
259,2,DEL-MAA,IndiGo,IN472,2026-08-16,2026-08-09,T+7,Economy,5085.0,401,201,334,669,6690.0,Available,OTA,Valid,
260,2,DEL-MAA,IndiGo,IN795,2026-08-16,2026-08-15,T+1,Economy,5335.0,421,211,351,702,7020.0,Available,OTA,Valid,
261,2,DEL-MAA,Air India,AI390,2026-08-16,2026-07-02,T+45,Economy,2318.0,183,92,152,305,3050.0,Available,Airline Site,Valid,
262,2,DEL-MAA,Air India,AI244,2026-08-16,2026-07-17,T+30,Economy,3055.0,241,121,201,402,4020.0,Available,OTA,Valid,
263,2,DEL-MAA,Air India,AI501,2026-08-16,2026-08-01,T+15,Economy,4317.0,341,170,284,568,5680.0,Available,Airline Site,Valid,
264,2,DEL-MAA,Air India,AI910,2026-08-16,2026-08-09,T+7,Economy,4119.0,325,163,271,542,5420.0,Available,Airline Site,Valid,
265,2,DEL-MAA,Air India,AI856,2026-08-16,2026-08-15,T+1,Economy,4940.0,390,195,325,650,6500.0,Available,Airline Site,Valid,
266,2,DEL-MAA,Akasa,AK471,2026-08-16,2026-07-02,T+45,Economy,2562.0,202,101,168,337,3370.0,Available,Airline Site,Valid,
267,2,DEL-MAA,Akasa,AK296,2026-08-16,2026-07-17,T+30,Economy,3474.0,274,137,228,457,4570.0,Available,Airline Site,Valid,
268,2,DEL-MAA,Akasa,AK907,2026-08-16,2026-08-01,T+15,Economy,4043.0,319,160,266,532,5320.0,Available,Airline Site,Valid,
269,2,DEL-MAA,Akasa,AK732,2026-08-16,2026-08-09,T+7,Economy,5160.0,407,204,340,679,6790.0,Available,OTA,Valid,
270,2,DEL-MAA,Akasa,AK809,2026-08-16,2026-08-15,T+1,Economy,4704.0,371,186,310,619,6190.0,Available,Airline Site,Valid,
271,2,BOM-MAA,IndiGo,IN554,2026-08-16,2026-07-02,T+45,Economy,3610.0,285,142,238,475,4750.0,Available,OTA,Valid,
272,2,BOM-MAA,IndiGo,IN928,2026-08-16,2026-07-17,T+30,Economy,4582.0,362,181,302,603,6030.0,Available,Airline Site,Valid,
273,2,BOM-MAA,IndiGo,IN551,2026-08-16,2026-08-01,T+15,Economy,6065.0,479,239,399,798,7980.0,Available,OTA,Valid,
274,2,BOM-MAA,IndiGo,IN528,2026-08-16,2026-08-09,T+7,Economy,7144.0,564,282,470,940,9400.0,Available,Airline Site,Valid,
275,2,BOM-MAA,IndiGo,IN356,2026-08-16,2026-08-15,T+1,Economy,7585.0,599,299,499,998,9980.0,Available,OTA,Valid,
276,2,BOM-MAA,Air India,AI966,2026-08-16,2026-07-02,T+45,Economy,4104.0,324,162,270,540,5400.0,Available,Airline Site,Valid,
277,2,BOM-MAA,Air India,AI379,2026-08-16,2026-07-17,T+30,Economy,5609.0,443,221,369,738,7380.0,Available,Airline Site,Valid,
278,2,BOM-MAA,Air India,AI327,2026-08-16,2026-08-01,T+15,Economy,7426.0,586,293,488,977,9770.0,Available,OTA,Valid,
279,2,BOM-MAA,Air India,AI505,2026-08-16,2026-08-09,T+7,Economy,8649.0,683,341,569,1138,11380.0,Available,Airline Site,Valid,
280,2,BOM-MAA,Air India,AI329,2026-08-16,2026-08-15,T+1,Economy,8078.0,638,319,532,1063,10630.0,Sold Out,Airline Site,Flagged,Sold out at collection time
281,2,BOM-MAA,Akasa,AK240,2026-08-16,2026-07-02,T+45,Economy,4248.0,335,168,280,559,5590.0,Sold Out,OTA,Flagged,Sold out at collection time
282,2,BOM-MAA,Akasa,AK822,2026-08-16,2026-07-17,T+30,Economy,5646.0,446,223,372,743,7430.0,Available,Airline Site,Valid,
283,2,BOM-MAA,Akasa,AK320,2026-08-16,2026-08-01,T+15,Economy,7448.0,588,294,490,980,9800.0,Available,OTA,Valid,
284,2,BOM-MAA,Akasa,AK408,2026-08-16,2026-08-09,T+7,Economy,7106.0,561,280,468,935,9350.0,Available,Airline Site,Valid,
285,2,BOM-MAA,Akasa,AK568,2026-08-16,2026-08-15,T+1,Economy,8451.0,667,334,556,1112,11120.0,Available,OTA,Valid,
286,2,CCU-BLR,IndiGo,IN247,2026-08-16,2026-07-02,T+45,Economy,2189.0,173,86,144,288,2880.0,Available,Airline Site,Valid,
287,2,CCU-BLR,IndiGo,IN526,2026-08-16,2026-07-17,T+30,Economy,2995.0,236,118,197,394,3940.0,Available,Airline Site,Valid,
288,2,CCU-BLR,IndiGo,IN638,2026-08-16,2026-08-01,T+15,Economy,3762.0,297,148,248,495,4950.0,Available,Airline Site,Valid,
289,2,CCU-BLR,IndiGo,IN750,2026-08-16,2026-08-09,T+7,Economy,4082.0,322,161,268,537,5370.0,Available,OTA,Valid,
290,2,CCU-BLR,IndiGo,IN907,2026-08-16,2026-08-15,T+1,Economy,4112.0,325,162,270,541,5410.0,Available,Airline Site,Valid,
291,2,CCU-BLR,Air India,AI852,2026-08-16,2026-07-02,T+45,Economy,2606.0,206,103,172,343,3430.0,Available,Airline Site,Valid,
292,2,CCU-BLR,Air India,AI933,2026-08-16,2026-07-17,T+30,Economy,3275.0,259,129,216,431,4310.0,Available,OTA,Valid,
293,2,CCU-BLR,Air India,AI286,2026-08-16,2026-08-01,T+15,Economy,4765.0,376,188,314,627,6270.0,Available,Airline Site,Valid,
294,2,CCU-BLR,Air India,AI137,2026-08-16,2026-08-09,T+7,Economy,5213.0,412,206,343,686,6860.0,Available,Airline Site,Valid,
295,2,CCU-BLR,Air India,AI423,2026-08-16,2026-08-15,T+1,Economy,5693.0,449,225,374,749,7490.0,Available,OTA,Valid,
296,2,CCU-BLR,Akasa,AK871,2026-08-16,2026-07-02,T+45,Economy,2653.0,209,105,174,349,3490.0,Available,OTA,Valid,
297,2,CCU-BLR,Akasa,AK986,2026-08-16,2026-07-17,T+30,Economy,3626.0,286,143,238,477,4770.0,Available,OTA,Valid,
298,2,CCU-BLR,Akasa,AK509,2026-08-16,2026-08-01,T+15,Economy,4203.0,332,166,276,553,5530.0,Available,OTA,Valid,
299,2,CCU-BLR,Akasa,AK808,2026-08-16,2026-08-09,T+7,Economy,4795.0,379,189,316,631,6310.0,Available,OTA,Valid,
300,2,CCU-BLR,Akasa,AK180,2026-08-16,2026-08-15,T+1,Economy,5928.0,468,234,390,780,7800.0,Available,Airline Site,Valid,
301,3,DEL-BOM,IndiGo,IN413,2026-08-17,2026-07-03,T+45,Economy,4126.0,326,163,272,543,5430.0,Available,OTA,Valid,
302,3,DEL-BOM,IndiGo,IN557,2026-08-17,2026-07-18,T+30,Economy,5267.0,416,208,346,693,6930.0,Sold Out,OTA,Flagged,Sold out at collection time
303,3,DEL-BOM,IndiGo,IN754,2026-08-17,2026-08-02,T+15,Economy,7068.0,558,279,465,930,9300.0,Available,Airline Site,Valid,
304,3,DEL-BOM,IndiGo,IN472,2026-08-17,2026-08-10,T+7,Economy,7030.0,555,278,462,925,9250.0,Available,Airline Site,Valid,
305,3,DEL-BOM,IndiGo,IN722,2026-08-17,2026-08-16,T+1,Economy,8983.0,709,355,591,1182,11820.0,Available,OTA,Valid,
306,3,DEL-BOM,Air India,AI475,2026-08-17,2026-07-03,T+45,Economy,3914.0,309,154,258,515,5150.0,Available,Airline Site,Valid,
307,3,DEL-BOM,Air India,AI479,2026-08-17,2026-07-18,T+30,Economy,5312.0,419,210,350,699,6990.0,Available,Airline Site,Valid,
308,3,DEL-BOM,Air India,AI507,2026-08-17,2026-08-02,T+15,Economy,6643.0,524,262,437,874,8740.0,Available,OTA,Valid,
309,3,DEL-BOM,Air India,AI853,2026-08-17,2026-08-10,T+7,Economy,6688.0,528,264,440,880,8800.0,Available,OTA,Valid,
310,3,DEL-BOM,Air India,AI893,2026-08-17,2026-08-16,T+1,Economy,8375.0,661,331,551,1102,11020.0,Available,OTA,Valid,
311,3,DEL-BOM,Akasa,AK602,2026-08-17,2026-07-03,T+45,Economy,4043.0,319,160,266,532,5320.0,Available,Airline Site,Valid,
312,3,DEL-BOM,Akasa,AK830,2026-08-17,2026-07-18,T+30,Economy,5609.0,443,221,369,738,7380.0,Available,Airline Site,Valid,
313,3,DEL-BOM,Akasa,AK427,2026-08-17,2026-08-02,T+15,Economy,7410.0,585,292,488,975,9750.0,Available,Airline Site,Valid,
314,3,DEL-BOM,Akasa,AK407,2026-08-17,2026-08-10,T+7,Economy,7524.0,594,297,495,990,9900.0,Available,Airline Site,Valid,
315,3,DEL-BOM,Akasa,AK224,2026-08-17,2026-08-16,T+1,Economy,8672.0,685,342,570,1141,11410.0,Available,Airline Site,Valid,
316,3,DEL-BLR,IndiGo,IN578,2026-08-17,2026-07-03,T+45,Economy,2508.0,198,99,165,330,3300.0,Available,Airline Site,Valid,
317,3,DEL-BLR,IndiGo,IN416,2026-08-17,2026-07-18,T+30,Economy,3329.0,263,131,219,438,4380.0,Available,OTA,Valid,
318,3,DEL-BLR,IndiGo,IN943,2026-08-17,2026-08-02,T+15,Economy,4332.0,342,171,285,570,5700.0,Available,Airline Site,Valid,
319,3,DEL-BLR,IndiGo,IN560,2026-08-17,2026-08-10,T+7,Economy,5244.0,414,207,345,690,6900.0,Available,OTA,Valid,
320,3,DEL-BLR,IndiGo,IN664,2026-08-17,2026-08-16,T+1,Economy,4690.0,370,185,308,617,6170.0,Available,Airline Site,Valid,
321,3,DEL-BLR,Air India,AI989,2026-08-17,2026-07-03,T+45,Economy,2629.0,208,104,173,346,3460.0,Available,Airline Site,Valid,
322,3,DEL-BLR,Air India,AI265,2026-08-17,2026-07-18,T+30,Economy,3511.0,277,139,231,462,4620.0,Available,Airline Site,Valid,
323,3,DEL-BLR,Air India,AI390,2026-08-17,2026-08-02,T+15,Economy,4446.0,351,176,292,585,5850.0,Available,OTA,Valid,
324,3,DEL-BLR,Air India,AI381,2026-08-17,2026-08-10,T+7,Economy,4750.0,375,188,312,625,6250.0,Available,OTA,Valid,
325,3,DEL-BLR,Air India,AI756,2026-08-17,2026-08-16,T+1,Economy,5342.0,422,211,352,703,7030.0,Available,Airline Site,Valid,
326,3,DEL-BLR,Akasa,AK445,2026-08-17,2026-07-03,T+45,Economy,2394.0,189,94,158,315,3150.0,Available,Airline Site,Valid,
327,3,DEL-BLR,Akasa,AK146,2026-08-17,2026-07-18,T+30,Economy,3184.0,251,126,210,419,4190.0,Available,OTA,Valid,
328,3,DEL-BLR,Akasa,AK526,2026-08-17,2026-08-02,T+15,Economy,4157.0,328,164,274,547,5470.0,Available,Airline Site,Valid,
329,3,DEL-BLR,Akasa,AK396,2026-08-17,2026-08-10,T+7,Economy,4439.0,350,175,292,584,5840.0,Available,OTA,Valid,
330,3,DEL-BLR,Akasa,AK801,2026-08-17,2026-08-16,T+1,Economy,4803.0,379,190,316,632,6320.0,Available,OTA,Valid,
331,3,BOM-BLR,IndiGo,IN308,2026-08-17,2026-07-03,T+45,Economy,2029.0,160,80,134,267,2670.0,Available,Airline Site,Valid,
332,3,BOM-BLR,IndiGo,IN851,2026-08-17,2026-07-18,T+30,Economy,2714.0,214,107,178,357,3570.0,Available,OTA,Valid,
333,3,BOM-BLR,IndiGo,IN479,2026-08-17,2026-08-02,T+15,Economy,3693.0,292,146,243,486,4860.0,Available,Airline Site,Valid,
334,3,BOM-BLR,IndiGo,IN373,2026-08-17,2026-08-10,T+7,Economy,3670.0,290,145,242,483,4830.0,Available,Airline Site,Valid,
335,3,BOM-BLR,IndiGo,IN493,2026-08-17,2026-08-16,T+1,Economy,3670.0,290,145,242,483,4830.0,Available,OTA,Valid,
336,3,BOM-BLR,Air India,AI435,2026-08-17,2026-07-03,T+45,Economy,2075.0,164,82,136,273,2730.0,Available,OTA,Valid,
337,3,BOM-BLR,Air India,AI627,2026-08-17,2026-07-18,T+30,Economy,2691.0,212,106,177,354,3540.0,Available,OTA,Valid,
338,3,BOM-BLR,Air India,AI502,2026-08-17,2026-08-02,T+15,Economy,3504.0,277,138,230,461,4610.0,Available,Airline Site,Valid,
339,3,BOM-BLR,Air India,AI151,2026-08-17,2026-08-10,T+7,Economy,3701.0,292,146,244,487,4870.0,Available,OTA,Valid,
340,3,BOM-BLR,Air India,AI210,2026-08-17,2026-08-16,T+1,Economy,3944.0,311,156,260,519,5190.0,Available,OTA,Valid,
341,3,BOM-BLR,Akasa,AK510,2026-08-17,2026-07-03,T+45,Economy,2302.0,182,91,152,303,3030.0,Available,Airline Site,Valid,
342,3,BOM-BLR,Akasa,AK495,2026-08-17,2026-07-18,T+30,Economy,3048.0,241,120,200,401,4010.0,Available,OTA,Valid,
343,3,BOM-BLR,Akasa,AK725,2026-08-17,2026-08-02,T+15,Economy,4234.0,334,167,278,557,5570.0,Available,Airline Site,Valid,
344,3,BOM-BLR,Akasa,AK447,2026-08-17,2026-08-10,T+7,Economy,4355.0,344,172,286,573,5730.0,Available,OTA,Valid,
345,3,BOM-BLR,Akasa,AK621,2026-08-17,2026-08-16,T+1,Economy,4909.0,388,194,323,646,6460.0,Available,Airline Site,Valid,
346,3,DEL-CCU,IndiGo,IN567,2026-08-17,2026-07-03,T+45,Economy,2805.0,221,111,184,369,3690.0,Available,Airline Site,Valid,
347,3,DEL-CCU,IndiGo,IN266,2026-08-17,2026-07-18,T+30,Economy,3731.0,295,147,246,491,4910.0,Available,OTA,Valid,
348,3,DEL-CCU,IndiGo,IN621,2026-08-17,2026-08-02,T+15,Economy,4864.0,384,192,320,640,6400.0,Available,OTA,Valid,
349,3,DEL-CCU,IndiGo,IN439,2026-08-17,2026-08-10,T+7,Economy,5115.0,404,202,336,673,6730.0,Available,OTA,Valid,
350,3,DEL-CCU,IndiGo,IN842,2026-08-17,2026-08-16,T+1,Economy,5906.0,466,233,388,777,7770.0,Available,Airline Site,Valid,
351,3,DEL-CCU,Air India,AI894,2026-08-17,2026-07-03,T+45,Economy,3109.0,245,123,204,409,4090.0,Available,Airline Site,Valid,
352,3,DEL-CCU,Air India,AI274,2026-08-17,2026-07-18,T+30,Economy,4294.0,339,170,282,565,5650.0,Available,OTA,Valid,
353,3,DEL-CCU,Air India,AI132,2026-08-17,2026-08-02,T+15,Economy,4925.0,389,194,324,648,6480.0,Available,Airline Site,Valid,
354,3,DEL-CCU,Air India,AI528,2026-08-17,2026-08-10,T+7,Economy,5389.0,425,213,354,709,7090.0,Available,Airline Site,Valid,
355,3,DEL-CCU,Air India,AI582,2026-08-17,2026-08-16,T+1,Economy,6210.0,490,245,408,817,8170.0,Available,Airline Site,Valid,
356,3,DEL-CCU,Akasa,AK778,2026-08-17,2026-07-03,T+45,Economy,3154.0,249,124,208,415,4150.0,Available,OTA,Valid,
357,3,DEL-CCU,Akasa,AK645,2026-08-17,2026-07-18,T+30,Economy,4066.0,321,160,268,535,5350.0,Available,OTA,Valid,
358,3,DEL-CCU,Akasa,AK797,2026-08-17,2026-08-02,T+15,Economy,5646.0,446,223,372,743,7430.0,Available,OTA,Valid,
359,3,DEL-CCU,Akasa,AK352,2026-08-17,2026-08-10,T+7,Economy,5966.0,471,236,392,785,7850.0,Available,OTA,Valid,
360,3,DEL-CCU,Akasa,AK404,2026-08-17,2026-08-16,T+1,Economy,6118.0,483,242,402,805,8050.0,Available,Airline Site,Valid,
361,3,DEL-HYD,IndiGo,IN914,2026-08-17,2026-07-03,T+45,Economy,2979.0,235,118,196,392,3920.0,Available,OTA,Valid,
362,3,DEL-HYD,IndiGo,IN488,2026-08-17,2026-07-18,T+30,Economy,3861.0,305,152,254,508,5080.0,Available,OTA,Valid,
363,3,DEL-HYD,IndiGo,IN923,2026-08-17,2026-08-02,T+15,Economy,5510.0,435,218,362,725,7250.0,Available,Airline Site,Valid,
364,3,DEL-HYD,IndiGo,IN454,2026-08-17,2026-08-10,T+7,Economy,5403.0,427,213,356,711,7110.0,Available,OTA,Valid,
365,3,DEL-HYD,IndiGo,IN947,2026-08-17,2026-08-16,T+1,Economy,6270.0,495,248,412,825,8250.0,Available,OTA,Valid,
366,3,DEL-HYD,Air India,AI348,2026-08-17,2026-07-03,T+45,Economy,2781.0,220,110,183,366,3660.0,Available,Airline Site,Valid,
367,3,DEL-HYD,Air India,AI523,2026-08-17,2026-07-18,T+30,Economy,3693.0,292,146,243,486,4860.0,Available,OTA,Valid,
368,3,DEL-HYD,Air India,AI105,2026-08-17,2026-08-02,T+15,Economy,4400.0,347,174,290,579,5790.0,Available,Airline Site,Valid,
369,3,DEL-HYD,Air India,AI999,2026-08-17,2026-08-10,T+7,Economy,5237.0,413,207,344,689,6890.0,Available,Airline Site,Valid,
370,3,DEL-HYD,Air India,AI392,2026-08-17,2026-08-16,T+1,Economy,5867.0,463,232,386,772,7720.0,Available,Airline Site,Valid,
371,3,DEL-HYD,Akasa,AK970,2026-08-17,2026-07-03,T+45,Economy,3109.0,245,123,204,409,4090.0,Available,Airline Site,Valid,
372,3,DEL-HYD,Akasa,AK137,2026-08-17,2026-07-18,T+30,Economy,4180.0,330,165,275,550,5500.0,Available,OTA,Valid,
